postid,lang,EventYear,postdate,articleid,Existing,TimeToFirstEdit,Topic,EventLocation,Edits30ByAll,Edits30ByRegistered,UniqueEditors30,UniqueRegEditors30,GiniEditCount,GiniEditSize,EditsSize30,EditsSizeReg,EditsSize30log,Gini_noIP,Gini
140,es,2011,7/17/11,725927,1,0,4,Others,60,52,15,11,0.107894328, ,2283,2273,7.733245647,0.238636364,0.256410256
143,en,2011,7/17/11,31941988,1,0,4,English,1328,988,404,213,0.116851139, ,16460,57942,9.708688474,0.467672678,0.768776371
143,ar,2011,7/17/11,1095856,0,2,4,English,4,3,3,2,0.625965251, ,3300,3299,8.101677747,0.461538462,0.461538462
143,zh,2011,7/17/11,3090936,0, ,4,English,0,0,0,0, , ,0,0,0,0.3,0.206060606
143,es,2011,7/17/11,4752419,0,0,4,English,259,119,95,25,0.17814575, ,28291,40080,10.25029901,0.541666667,0.166666667
145,en,2011,7/16/11,532434,1,0,1,US,108,93,53,41,0.077114979, ,5010,-7006,8.519191194,0.607231699,0.560214791
145,ar,2011,7/16/11,511708,1,2,1,US,5,5,3,2,0.170611621, ,182,182,5.204006687,0.607231699,0.560214791
145,zh,2011,7/16/11,687734,1,2,1,US,11,11,5,4,0.16587396, ,411,411,6.018593214,0.607231699,0.560214791
145,es,2011,7/16/11,901887,1,2,1,US,5,5,3,2,0.149621212, ,2362,2362,7.767263997,0.238636364,0.256410256
146,en,2011,7/15/11,26370879,1,0,4,English,803,508,225,136,0.045922592, ,76283,36138,11.24220539,0.467672678,0.515384615
146,ar,2011,7/15/11,1091257,0,0,4,English,12,12,7,6,0.223140496, ,552,552,6.313548046,0.116883117,0.116883117
146,zh,2011,7/15/11,1619806,0,7,4,English,11,10,6,5,0.231435943, ,901,897,6.803505258,0.357226792,0.316166761
147,en,2011,7/15/11,1391765,1,0,4,English,227,204,101,82,0.244085108, ,12385,11434,9.424241342,0.482544237,0.461900816
147,zh,2011,7/15/11,1617389,0,3,4,English,13,13,3,2,0.177092139, ,0,-27862,0,0.357226792,0.316166761
147,es,2011,7/15/11,297843,1,0,4,English,38,38,13,12,0.207872161, ,4742,4742,8.464214267,0.10598161,0.129888028
148,en,2011,7/14/11,12358126,1,0,1,Chinese,54,49,30,26,0.376714678, ,3232,3224,8.08085642,0.296875,0.515384615
148,zh,2011,7/14/11,1615868,0,2,1,Chinese,14,14,7,6,0.357142857, ,641,641,6.463029457,0.357226792,0.316166761
148,es,2011,7/14/11,2094973,1,1,1,Chinese,7,7,4,3,0.553665911, ,155,155,5.043425117,0.4,0.346153846
153,en,2011,7/8/11,20517541,1,0,6,US,449,294,154,96,0.143332099, ,74688,16343,11.22107472,0.467672678,0.515384615
153,ar,2011,7/8/11,3434732,0, ,6,US,0,0,0,0, , ,0,0,0,0.433333333,0.266666667
153,zh,2011,7/8/11,1609498,0,0,6,US,12,12,8,7,0.574074074, ,0,-215,0,0.482544237,0.461900816
153,es,2011,7/8/11,4294148,1,0,6,US,18,15,9,7,0.4013583, ,408,405,6.011267174,0.433333333,0.166666667
154,en,2011,7/8/11,32350676,1,0,3,Arabic,796,726,287,237,0.166872729, ,3353,2290,8.117610746,0.467672678,0.768776371
154,ar,2011,7/8/11,342661,1,0,3,Arabic,167,133,58,32,0.159083079, ,15640,15930,9.657587014,0.414545455,0.391625616
154,zh,2011,7/8/11,797786,1,0,3,Arabic,250,207,85,54,0.147365025, ,11934,11786,9.387146748,0.238636364,0.256410256
154,es,2011,7/8/11,185096,1,0,3,Arabic,237,173,80,50,0.153205846, ,12698,8566,9.44919978,0.10598161,0.129888028
157,en,2011,7/3/11,15977102,1,0,4,English,101,63,47,28,0.256757359, ,1559,2300,7.351799869,0.296875,0.515384615
157,ar,2011,7/3/11,2402597,0, ,4,English,0,0,0,0, , ,0,0,0,0.4,0.346153846
157,zh,2011,7/3/11,1320068,1,0,4,English,13,12,6,5,0.325021133, ,276,276,5.620400866,0.461538462,0.461538462
157,es,2011,7/3/11,2241440,1,0,4,English,14,13,7,6,0.347645989, ,294,294,5.683579767,0.4,0.346153846
158,en,2011,7/3/11,16100029,1,0,4,English,259,207,108,81,0.239674313, ,2629,2879,7.874358825,0.296875,0.515384615
158,ar,2011,7/3/11,238261,1,0,4,English,11,10,8,7,0.61311108, ,485,136,6.184148891,0.10598161,0.129888028
158,zh,2011,7/3/11,519056,1,0,4,English,28,20,17,11,0.456770546, ,1015,871,6.922643891,0.607231699,0.560214791
158,es,2011,7/3/11,462216,1,0,4,English,59,28,39,15,0.501036238, ,1201,659,7.090909822,0.607231699,0.560214791
159,en,2011,7/2/11,365451,1,0,2,Others,65,47,29,20,0.261260007, ,2384,1554,7.776535028,0.607231699,0.560214791
159,ar,2011,7/2/11,1131467,0, ,2,Others,0,0,0,0, , ,0,0,0,0.461538462,0.461538462
159,zh,2011,7/2/11,1353015,1,0,2,Others,17,17,6,5,0.302998847, ,1956,1956,7.578656851,0.461538462,0.461538462
159,es,2011,7/2/11,281304,1,0,2,Others,27,14,14,9,0.354479266, ,1080,733,6.98471632,0.10598161,0.129888028
161,en,2011,8/29/11,13660794,1,0,3,Others,194,151,102,75,0.315920927, ,8666,5989,9.067162602,0.296875,0.515384615
161,ar,2011,8/29/11,1118806,0,1,3,Others,30,30,9,8,0.182491039, ,1147,1147,7.044905117,0.461538462,0.461538462
161,zh,2011,8/29/11,1649359,0,0,3,Others,124,106,40,27,0.140183326, ,8037,6712,8.991811158,0.357226792,0.316166761
161,es,2011,8/29/11,4648543,1,0,3,Others,85,81,14,12,0.071479328, ,7350,7029,8.902455592,0.541666667,0.166666667
162,en,2011,8/27/11,31429006,1,0,5,English,141,121,51,32,0.157644507, ,10222,8762,9.232297539,0.467672678,0.472222222
162,es,2011,8/27/11,4808522,1,2,5,English,1,1,1,0,0, ,0,0,0,0.541666667,0.166666667
163,en,2011,8/27/11,31596775,1,0,3,Chinese,84,49,46,26,0.360235003, ,13156,1214,9.484633207,0.467672678,0.472222222
163,zh,2011,8/27/11,1633163,1,0,3,Chinese,23,22,11,10,0.352173913, ,0,-73,0,0.357226792,0.316166761
163,es,2011,8/27/11,4828690,0,1,3,Chinese,10,9,4,3,0.281190476, ,64,36,4.158883083,0.541666667,0.166666667
164,en,2011,8/26/11,365175,1,0,3,Others,100,76,58,41,0.383828571, ,1613,1340,7.385851078,0.607231699,0.560214791
164,ar,2011,8/26/11,875681,1,0,3,Others,7,7,3,2,0.355102041, ,1875,1875,7.536363938,0.238636364,0.256410256
164,zh,2011,8/26/11,282348,1,0,3,Others,33,30,17,14,0.35292011, ,661,361,6.49375384,0.10598161,0.129888028
164,es,2011,8/26/11,45808,1,0,3,Others,22,22,9,8,0.257575758, ,630,630,6.445719819,0.631944444,0.541262136
165,en,2011,8/26/11,574332,1,0,6,Others,20,17,17,14,0.791666667, ,1099,1047,7.002155954,0.607231699,0.560214791
165,ar,2011,8/26/11,2390594,0, ,6,Others,0,0,0,0, , ,0,0,0,0.4,0.346153846
165,zh,2011,8/26/11,106890,1,8,6,Others,5,5,2,1,0.21, ,0,-16,0,0.631944444,0.541262136
165,es,2011,8/26/11,193007,1, ,6,Others,0,0,0,0, , ,0,0,0,0.10598161,0.129888028
166,en,2011,8/26/11,592203,1,0,6,Others,12,11,9,8,0.65625, ,401,397,5.993961427,0.607231699,0.560214791
166,ar,2011,8/26/11,1938068,0, ,6,Others,0,0,0,0, , ,0,0,0,0.4,0.346153846
166,zh,2011,8/26/11,188483,1,3,6,Others,3,3,3,2,0.916666667, ,0,-46,0,0.10598161,0.129888028
166,es,2011,8/26/11,192975,1, ,6,Others,0,0,0,0, , ,0,0,0,0.10598161,0.129888028
169,en,2011,8/24/11,7412236,1,0,3,US,201,201,105,104,0.32478019, ,8233,8233,9.015905747,0.574034767,0.35
169,ar,2011,8/24/11,2588,1,1,3,US,24,19,11,6,0.292079208, ,2264,1840,7.724888439,0,0
169,zh,2011,8/24/11,19521,1,0,3,US,87,79,29,21,0.165204497, ,2986,1951,8.001689978,0,0
169,es,2011,8/24/11,15318,1,0,3,US,101,47,58,18,0.398114001, ,3954,-1194,8.282483004,0,0
171,en,2011,8/23/11,32844266,0,0,1,US,1197,1098,289,226,0.082056135, ,51949,46983,10.85801775,0.467672678,0.768776371
171,es,2011,8/23/11,4820332,0,1,1,US,27,26,11,10,0.266148911, ,3179,3177,8.064321961,0.541666667,0.166666667
178,en,2011,8/14/11,603988,1,0,2,English,251,128,134,54,0.332850096, ,11053,25575,9.310457163,0.607231699,0.560214791
178,ar,2011,8/14/11,804289,1,0,2,English,9,9,5,4,0.478395062, ,413,413,6.023447593,0.238636364,0.256410256
178,es,2011,8/14/11,4308970,1,0,2,English,12,9,11,8,0.903292181, ,422,56,6.045005314,0.433333333,0.166666667
179,en,2011,8/14/11,31525692,1,0,4,US,162,92,61,31,0.205037342, ,7326,8820,8.899184943,0.467672678,0.472222222
179,zh,2011,8/14/11,1923573,0, ,4,US,0,0,0,0, , ,0,0,0,0.4,0.346153846
182,en,2011,8/11/11,20065184,1,1,1,Others,62,56,26,20,0.215079457, ,6967,6953,8.848939995,0.467672678,0.515384615
182,zh,2011,8/11/11,931991,1,2,1,Others,6,6,6,5,1.058243728, ,302,302,5.710427017,0.238636364,0.256410256
182,es,2011,8/11/11,5038621,0, ,1,Others,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
183,en,2011,8/11/11,31403571,1,0,4,Others,81,61,55,38,0.501575225, ,4513,4079,8.4147174,0.467672678,0.472222222
183,ar,2011,8/11/11,1091088,1, ,4,Others,0,0,0,0, , ,0,0,0,0.158730159,0.158730159
183,zh,2011,8/11/11,1871820,0, ,4,Others,0,0,0,0, , ,0,0,0,0.4,0.346153846
188,en,2011,8/5/11,1978851,1,0,6,Others,201,159,97,68,0.148176704, ,7199,6521,8.881697406,0.4,0.346153846
188,ar,2011,8/5/11,1102321,0,0,6,Others,28,27,6,5,0.169048472, ,5423,5391,8.598404447,0.461538462,0.461538462
188,zh,2011,8/5/11,113209,1,0,6,Others,26,24,11,9,0.204841816, ,6421,6409,8.767329148,0.631944444,0.541262136
188,es,2011,8/5/11,997398,1,0,6,Others,35,34,11,10,0.185422969, ,2107,2076,7.653020414,0.614864865,0.652631579
193,en,2011,9/25/11,4442738,1,0,4,English,64,44,37,21,0.395117188, ,3137,1729,8.051022208,0.433333333,0.166666667
193,ar,2011,9/25/11,2834288,0, ,4,English,0,0,0,0, , ,0,0,0,0.3,0.346153846
193,zh,2011,9/25/11,1283786,1, ,4,English,0,0,0,0, , ,0,0,0,0.461538462,0.461538462
193,es,2011,9/25/11,987023,1,0,4,English,10,8,6,4,0.4815625, ,384,322,5.950642553,0.614864865,0.652631579
196,en,2011,9/25/11,21639770,1,0,1,English,121,66,64,29,0.335998983, ,4458,3671,8.402455514,0.467672678,0.515384615
196,zh,2011,9/25/11,1679876,0,3,1,English,10,10,4,3,0.380826446, ,937,937,6.842683282,0.357226792,0.316166761
196,es,2011,9/25/11,5795272,0, ,1,English,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
197,en,2011,9/23/11,28974574,1,0,3,English,36,32,19,15,0.340277778, ,6726,-207395,8.813735892,0.467672678,0.515384615
197,es,2011,9/23/11,6177068,0, ,3,English,0,0,0,0, , ,0,0,0,0.541666667,0.35
198,en,2011,9/22/11,19649158,1,0,6,Others,314,222,87,62,0.116072384, ,256,-6523,5.545177444,0.467672678,0.515384615
198,ar,2011,9/22/11,2123745,0, ,6,Others,0,0,0,0, , ,0,0,0,0.4,0.346153846
198,zh,2011,9/22/11,1674903,0,1,6,Others,36,36,11,10,0.203056551, ,1489,1489,7.305860033,0.357226792,0.316166761
198,es,2011,9/22/11,4869665,0,1,6,Others,31,29,17,15,0.372631349, ,1703,1702,7.440146681,0.541666667,0.166666667
199,en,2011,9/22/11,12408126,1,0,2,US,453,416,192,162,0.217836645, ,17584,28498,9.774744677,0.296875,0.515384615
199,zh,2011,9/22/11,1772069,0, ,2,US,0,0,0,0, , ,0,0,0,0,0.346153846
199,es,2011,9/22/11,4868979,0,1,2,US,22,13,11,6,0.396794556, ,3466,394,8.15075647,0.541666667,0.166666667
202,en,2011,9/18/11,32525972,1,0,3,Others,75,71,21,18,0.124435088, ,5756,5790,8.657998068,0.467672678,0.768776371
202,zh,2011,9/18/11,1848457,0, ,3,Others,0,0,0,0, , ,0,0,0,0,0.346153846
205,en,2011,9/10/11,2560865,1,0,4,Others,55,41,32,20,0.398595041, ,3848,24658,8.255308812,0.3,0.346153846
205,zh,2011,9/10/11,598197,1,1,4,Others,18,18,5,4,0.213973064, ,1208,1208,7.096721378,0.607231699,0.560214791
205,es,2011,9/10/11,438751,1,0,4,Others,19,19,10,9,0.40735611, ,2838,2838,7.950854858,0.607231699,0.560214791
208,en,2011,9/6/11,361362,1,0,4,Others,33,26,26,19,0.684113866, ,2903,2908,7.973499964,0.414545455,0.391625616
208,ar,2011,9/6/11,818148,1, ,4,Others,0,0,0,0, , ,0,0,0,0.238636364,0.256410256
208,zh,2011,9/6/11,97509,1,2,4,Others,2,2,1,0,0, ,291,291,5.673323267,0.631944444,0.541262136
208,es,2011,9/6/11,65089,1,6,4,Others,4,2,4,2,1.25, ,27,393,3.295836866,0.631944444,0.541262136
210,en,2011,9/4/11,4073750,1,0,4,Others,117,85,60,36,0.31916137, ,6449,6149,8.771680359,0.433333333,0.166666667
210,ar,2011,9/4/11,915185,1,12,4,Others,3,3,3,2,0.901234568, ,0,-140,0,0.238636364,0.256410256
210,zh,2011,9/4/11,1610108,1,2,4,Others,27,26,7,6,0.143719381, ,20276,19861,9.9171932,0.564102564,0.571428571
210,es,2011,9/4/11,2824272,1,0,4,Others,35,32,9,6,0.145550323, ,1222,1642,7.10824414,0.3,0.346153846
212,en,2011,9/2/11,29787741,1,1,6,US,138,121,42,31,0.121166772, ,3585,18012,8.184513753,0.467672678,0.515384615
212,ar,2011,9/2/11,966460,1,28,6,US,1,1,1,0,0, ,0,0,0,0.614864865,0.652631579
212,zh,2011,9/2/11,1473414,1,4,6,US,3,3,3,2,0.944444444, ,0,0,0,0.482544237,0.461900816
212,es,2011,9/2/11,4332004,1,15,6,US,6,4,5,4,0.778985507, ,0,-111,0,0.433333333,0.166666667
213,en,2011,9/2/11,7311009,1,0,1,Arabic,140,82,49,31,0.176298895, ,12050,9538,9.396819939,0.574034767,0.35
213,ar,2011,9/2/11,1079426,1,2,1,Arabic,12,12,2,1,0.083928571, ,0,-3283,0,0.158730159,0.158730159
214,en,2011,10/30/11,25254,1,0,5,English,96,64,59,37,0.453311012, ,3240,-2801,8.083328609,0,0
214,ar,2011,10/30/11,515649,1,3,5,English,1,1,1,0,0, ,0,0,0,0.607231699,0.560214791
214,zh,2011,10/30/11,210951,1,0,5,English,8,6,5,3,0.625, ,560,539,6.327936784,0.10598161,0.129888028
214,es,2011,10/30/11,146473,1,1,5,English,7,7,5,4,0.630102041, ,0,-3104,0,0.14,0.201515152
215,en,2011,10/28/11,15684434,1,0,2,English,172,137,57,43,0.167273186, ,20908,17504,9.94788714,0.296875,0.515384615
215,es,2011,10/28/11,7908645,0, ,2,English,0,0,0,0, , ,0,0,0,0.574034767,0.35
216,en,2011,10/28/11,559753,1,0,2,English,282,212,109,83,0.189449161, ,16177,4206,9.691345759,0.607231699,0.560214791
216,ar,2011,10/28/11,2456122,0, ,2,English,0,0,0,0, , ,0,0,0,0.3,0.346153846
216,zh,2011,10/28/11,1712878,0,1,2,English,49,47,13,12,0.154625744, ,3720,3721,8.221478947,0.357226792,0.316166761
216,es,2011,10/28/11,4921348,0,0,2,English,39,38,13,12,0.181637629, ,1714,1721,7.446585099,0.541666667,0.166666667
217,en,2011,10/27/11,31071064,1,0,3,Arabic,144,128,36,27,0.111548849, ,9735,9322,9.183482918,0.467672678,0.472222222
217,ar,2011,10/27/11,2369999,0, ,3,Arabic,0,0,0,0, , ,0,0,0,0.4,0.346153846
217,es,2011,10/27/11,5427555,0, ,3,Arabic,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
218,en,2011,10/27/11,37543643,0, ,3,Arabic,0,0,0,0, , ,0,0,0,0.467672678,0.768776371
218,ar,2011,10/27/11,457895,1, ,3,Arabic,0,0,0,0, , ,0,0,0,0.607231699,0.560214791
220,en,2011,10/23/11,14084208,1,0,2,Others,296,188,140,71,0.266344047, ,15734,60266,9.663579255,0.296875,0.515384615
220,ar,2011,10/23/11,1155996,0,1,2,Others,13,13,7,6,0.460693153, ,963,963,6.870053412,0.461538462,0.461538462
220,zh,2011,10/23/11,1709828,0,3,2,Others,7,7,5,4,0.654151737, ,258,258,5.552959585,0.357226792,0.316166761
220,es,2011,10/23/11,1825547,1,0,2,Others,131,68,69,28,0.32005376, ,3131,1396,8.049107721,0,0.346153846
222,en,2011,10/18/11,209892,1,0,4,English,38,32,23,17,0.437396122, ,1184,843,7.076653815,0.10598161,0.129888028
222,ar,2011,10/18/11,3646052,0, ,4,English,0,0,0,0, , ,0,0,0,0.433333333,0.166666667
222,zh,2011,10/18/11,412029,1,1,4,English,5,5,3,2,0.505, ,392,392,5.97126184,0.607231699,0.560214791
222,es,2011,10/18/11,123568,1,1,4,English,4,4,2,1,0.256578947, ,224,224,5.411646052,0.631944444,0.541262136
223,en,2011,10/15/11,17873743,1,0,4,Arabic,203,124,128,73,0.442875453, ,3073,10161,8.030409562,0.296875,0.515384615
223,ar,2011,10/15/11,1259911,0, ,4,Arabic,0,0,0,0, , ,0,0,0,0.461538462,0.461538462
223,zh,2011,10/15/11,596966,1,2,4,Arabic,16,16,8,7,0.383120382, ,5462,5462,8.605570302,0.607231699,0.560214791
223,es,2011,10/15/11,224530,1,0,4,Arabic,8,5,6,4,0.6953125, ,94,108,4.543294782,0.10598161,0.129888028
224,en,2011,10/13/11,33285239,1,0,4,Others,52,48,25,21,0.272458311, ,8850,8770,9.088172738,0.467672678,0.768776371
224,zh,2011,10/13/11,1697888,0,3,4,Others,11,11,6,5,0.398442467, ,755,755,6.626717749,0.357226792,0.316166761
225,en,2011,10/13/11,21605110,1,0,2,Others,68,51,43,29,0.472362369, ,3755,3641,8.230843564,0.467672678,0.515384615
225,zh,2011,10/13/11,1152745,1,2,2,Others,11,11,6,5,0.44761789, ,1691,1691,7.433075349,0.461538462,0.461538462
226,en,2011,10/13/11,8218,1,0,2,US,334,237,199,121,0.390334675, ,6125,5036,8.720134035,0,0
226,ar,2011,10/13/11,64097,1,0,2,US,30,18,12,9,0.245321637, ,1639,224,7.401841579,0.631944444,0.541262136
226,zh,2011,10/13/11,308885,1,0,2,US,38,36,23,21,0.433726861, ,3676,3677,8.209580483,0.10598161,0.129888028
226,es,2011,10/13/11,12316,1,0,2,US,80,47,43,18,0.339791667, ,4917,4495,8.500453867,0,0
228,en,2011,10/11/11,33393920,0,2,3,Others,30,29,14,13,0.073361823, ,1101,1101,7.003974137,0.467672678,0.768776371
228,zh,2011,10/11/11,5162768,0, ,3,Others,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
228,es,2011,10/11/11,6022659,0, ,3,Others,0,0,0,0, , ,0,0,0,0.541666667,0.35
230,en,2011,10/11/11,1246843,1,0,3,Others,247,209,112,74,0.224587022, ,12126,12130,9.403107187,0.461538462,0.461538462
230,ar,2011,10/11/11,774394,1,0,3,Others,7,6,4,3,0.490374287, ,507,64,6.228511004,0.238636364,0.256410256
230,zh,2011,10/11/11,124423,1,0,3,Others,16,15,10,9,0.524553571, ,0,-43,0,0.631944444,0.541262136
230,es,2011,10/11/11,117278,1,0,3,Others,13,9,6,4,0.419008876, ,2334,831,7.755338813,0.631944444,0.541262136
231,en,2011,10/10/11,30171239,1,0,3,Others,135,116,44,29,0.147345679, ,0,-90989,0,0.467672678,0.515384615
231,zh,2011,10/10/11,1807365,0, ,3,Others,0,0,0,0, , ,0,0,0,0,0.346153846
231,es,2011,10/10/11,5189569,0, ,3,Others,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
232,en,2011,10/10/11,1608557,1,0,4,US,93,69,57,37,0.429951439, ,2415,10544,7.789454566,0.482544237,0.461900816
232,ar,2011,10/10/11,1145461,0,0,4,US,50,50,9,8,0.091415054, ,274,274,5.613128106,0.461538462,0.461538462
232,zh,2011,10/10/11,908214,1,0,4,US,40,38,15,13,0.23675, ,2530,2517,7.835974582,0.238636364,0.256410256
232,es,2011,10/10/11,4894079,0,0,4,US,20,20,9,8,0.291923077, ,7319,7319,8.898228986,0.541666667,0.166666667
233,en,2011,10/10/11,6029715,1,0,4,US,82,69,44,34,0.351606187, ,2971,2574,7.996653875,0.541666667,0.35
233,ar,2011,10/10/11,1145569,0,0,4,US,26,26,7,6,0.152089497, ,167,167,5.117993812,0.461538462,0.461538462
233,zh,2011,10/10/11,1692152,0,0,4,US,32,32,9,8,0.172916667, ,2751,2751,7.919719761,0.357226792,0.316166761
233,es,2011,10/10/11,4893859,0,0,4,US,30,29,12,11,0.244850949, ,472,1166,6.156978986,0.541666667,0.166666667
234,en,2011,10/9/11,3032511,1,0,6,Others,49,32,28,18,0.3946041, ,1190,880,7.081708586,0.3,0.206060606
234,zh,2011,10/9/11,957844,1,1,6,Others,10,9,6,5,0.482040816, ,2433,2442,7.796880343,0.614864865,0.652631579
234,es,2011,10/9/11,4402445,1,0,6,Others,9,8,6,5,0.545987654, ,1595,33,7.374629015,0.433333333,0.166666667
236,en,2011,10/9/11,6437759,1,0,4,Others,96,96,39,38,0.175116616, ,7491,7491,8.921457579,0.541666667,0.35
236,ar,2011,10/9/11,863988,1,0,4,Others,4,4,3,2,0.334549878, ,54,54,3.988984047,0.238636364,0.256410256
236,zh,2011,10/9/11,564394,1,0,4,Others,20,18,7,6,0.19902027, ,252,233,5.529429088,0.607231699,0.560214791
236,es,2011,10/9/11,593617,1,0,4,Others,102,47,42,17,0.170976382, ,5680,4677,8.644706512,0.607231699,0.560214791
238,en,2011,10/7/11,2642141,1,0,4,English,122,93,61,38,0.299915042, ,3817,57811,8.247220053,0.3,0.346153846
238,ar,2011,10/7/11,618712,1,0,4,English,41,39,15,14,0.219117231, ,4565,4412,8.426173793,0.607231699,0.560214791
238,zh,2011,10/7/11,182688,1,0,4,English,62,57,18,16,0.151188817, ,13927,13693,9.541584681,0.10598161,0.129888028
238,es,2011,10/7/11,228775,1,0,4,English,53,48,22,18,0.241827228, ,1397,1398,7.242082359,0.10598161,0.129888028
239,en,2011,10/7/11,28418433,1,0,4,English,126,106,59,43,0.254220207, ,38603,37368,10.56108527,0.467672678,0.515384615
239,ar,2011,10/7/11,1143278,0,0,4,English,31,31,7,6,0.142085182, ,1081,1081,6.985641818,0.461538462,0.461538462
239,zh,2011,10/7/11,1688281,0,0,4,English,57,56,14,13,0.11920451, ,7971,7932,8.983565234,0.357226792,0.316166761
239,es,2011,10/7/11,4535057,1,0,4,English,44,44,13,12,0.153072937, ,1198,1198,7.088408779,0.511904762,0.166666667
240,en,2011,10/6/11,23385442,1,0,4,Others,22,13,17,10,0.333249399, ,1395,800,7.240649694,0.467672678,0.515384615
240,ar,2011,10/6/11,2953192,0, ,4,Others,0,0,0,0, , ,0,0,0,0.3,0.206060606
240,zh,2011,10/6/11,10739,1, ,4,Others,0,0,0,0,0, ,0,0,0,0,0
240,es,2011,10/6/11,4039,1,0,4,Others,5,3,5,3,0.533307663, ,24,-123,3.17805383,0,0
243,en,2011,10/4/11,33301035,0,0,5,Arabic,123,103,50,34,0.198946635, ,8502,8939,9.048056709,0.467672678,0.768776371
243,es,2011,10/4/11,7264894,0, ,5,Arabic,0,0,0,0, , ,0,0,0,0.574034767,0.35
244,en,2011,10/4/11,46149,1,0,6,Others,66,40,41,23,0.442424242, ,1861,2051,7.528869257,0.631944444,0.541262136
244,ar,2011,10/4/11,1142369,0,2,6,Others,17,17,8,7,0.353373702, ,1048,1048,6.954638865,0.461538462,0.461538462
244,zh,2011,10/4/11,204490,1,2,6,Others,4,4,3,2,0.639705882, ,59,59,4.077537444,0.10598161,0.129888028
244,es,2011,10/4/11,93561,1,2,6,Others,5,4,4,3,0.77, ,55,59,4.007333185,0.631944444,0.541262136
245,en,2011,10/4/11,52497,1,0,4,Others,7,6,6,5,0.547407407, ,62,71,4.127134385,0.631944444,0.541262136
245,ar,2011,10/4/11,47639,1,0,4,Others,1,1,1,0,0.289583333, ,0,0,0,0.631944444,0.541262136
245,zh,2011,10/4/11,9651,1, ,4,Others,0,0,0,0, , ,0,0,0,0,0
248,en,2011,10/1/11,33121168,1,0,5,US,3230,3155,481,445,0.035036076, ,122767,86188,11.71804353,0.467672678,0.768776371
248,ar,2011,10/1/11,1140518,0,2,5,US,90,87,21,18,0.099078092, ,79184,79234,11.27952954,0.461538462,0.461538462
248,zh,2011,10/1/11,1675415,1,1,5,US,169,151,36,28,0.073997136, ,35886,35115,10.48810253,0.357226792,0.316166761
248,es,2011,10/1/11,4860381,1,0,5,US,118,109,36,29,0.146943158, ,55629,55265,10.92645993,0.541666667,0.166666667
250,en,2011,11/29/11,147237,1,0,1,Others,69,36,50,29,0.250762574, ,1889,67989,7.543802868,0.10598161,0.129888028
250,ar,2011,11/29/11,5569,1,13,1,Others,1,1,1,0,0.415977961, ,0,0,0,0,0
250,zh,2011,11/29/11,320036,1,2,1,Others,8,6,5,3,0.227285936, ,2556,2666,7.846198815,0.174603175,0
250,es,2011,11/29/11,81771,1,1,1,Others,8,6,5,4,0.316168023, ,485,483,6.184148891,0.631944444,0.541262136
251,en,2011,11/19/11,33796928,0,0,4,Others,89,74,35,24,0.19254874, ,4100,3778,8.318742253,0.467672678,0.768776371
251,zh,2011,11/19/11,5067816,0, ,4,Others,0,0,0,0, , ,0,0,0,0.541666667,0.166666667
251,es,2011,11/19/11,6216732,0, ,4,Others,0,0,0,0, , ,0,0,0,0.541666667,0.35
252,en,2011,11/18/11,410553,1,0,4,Others,62,47,28,15,0.172093664, ,3823,15152,8.248790734,0.607231699,0.560214791
252,ar,2011,11/18/11,3212204,0, ,4,Others,0,0,0,0, , ,0,0,0,0.3,0.444444444
252,zh,2011,11/18/11,319696,1,1,4,Others,15,15,4,3,0.12054731, ,2195,2195,7.693937326,0.10598161,0.129888028
252,es,2011,11/18/11,1199849,1,2,4,Others,2,2,2,1,0.381944444, ,49,49,3.891820298,0.461538462,0.461538462
254,en,2011,11/16/11,721807,1,0,6,Others,61,36,30,13,0.25670927, ,5549,5549,8.62137301,0.238636364,0.256410256
254,ar,2011,11/16/11,49309,1, ,6,Others,0,0,0,0,0, ,0,0,0,0.631944444,0.541262136
254,zh,2011,11/16/11,268043,1, ,6,Others,0,0,0,0, , ,0,0,0,0.10598161,0.129888028
254,es,2011,11/16/11,531093,1,7,6,Others,2,1,2,1,0.507042254, ,0,0,0,0.607231699,0.560214791
255,en,2011,11/16/11,14984,1,1,6,Others,14,9,10,7,0.618738404, ,15,45,2.708050201,0,0
